number;classNumber;className;numberInClass;1 meanBacteriaarcLength;2 meanBacteriaWholeCurvature;3 minrolcorPointAndMidP10B10;4 minrolcorPointsP10B10;5 minrolcoranglespointpointmiddleP10B10;6 minrolcoranglespointmiddlepointP10B10;7 medianOfTheObjectsSize;8 howMuchWhiteInMaskPercent;9 howManyObjects;10 howManyBacterias;11 meanShiftr25;12 meanShiftr50;13 meanShiftr75;14 meanShiftr100;15 meanShiftr125;16 meanShiftr150;17 meanShiftr175;18 meanShiftr200;19 NewKmeansAndVariance2DForK3;20 NewKmeansAndVariance2DForK6;21 NewKmeansAndVariance2DForK10;22 NewKmeansAndVariance3DForK3;23 NewKmeansAndVariance3DForK6;24 NewKmeansAndVariance3DForK10;25 NewKmeansAndVariance2DForK3weighted;26 NewKmeansAndVariance2DForK6weighted;27 NewKmeansAndVariance2DForK10weighted;28 varianceOnMask;29 varianceWholeImage;30 varianceWholeImageRed;31 varianceWholeImageGreen;32 varianceWholeImageBlue;33 meanOnMask;34 meanWholeImage;35 meanWholeImageRed;36 meanWholeImageGreen;37 meanWholeImageBlue;38 warRedOnMask;39 warGreenOnMask;40 warBlueOnMask;41 meanOnMaskRed;42 meanOnMaskGreen;43 meanOnMaskBlue;44 kurthosisGrayWholeImage;45 kurthosisGrayOnMask;46 kurthosisRedWholeImage;47 kurthosisGreenWholeImage;48 kurthosisBlueWholeImage;49 kurthosisRedOnMask;50 kurthosisGreenOnMask;51 kurthosisBlueOnMask;52 skewnessGrayWholeImage;53 skewnessGrayOnMask;54 skewnessRedWholeImage;55 skewnessGreenWholeImage;56 skewnessBlueWholeImage;57 skewnessRedOnMask;58 skewnessGreenOnMask;59 skewnessBlueOnMask
42;2;E7;20;71.20566183;9.806235585;0.191899255;1.14619046;0.2591843564;0.3651339721;292;0.2100673421;2631;3536.037671;2202;785;389;239;153;106;76;57;1165.645433;1871.715831;2235.646473;587.9605188;2558.319818;1370.832689;39.22268363;1206.772027;573.7751201;364.84126;888.28837;922.09283;936.31908;871.59688;92.104535;142.55182;142.40205;142.60637;142.72049;478.38486;428.39769;479.38349;92.717944;91.236533;95.024127;3.6572164;2.0019501;3.6460161;3.8245428;3.6895447;5.5975776;2.3990346;2.7939754;-1.1583542;-0.041868586;-1.1465087;-1.1757291;-1.1415863;0.55951144;-0.088862805;0.3144707
43;2;E7;21;69.78309824;9.787933152;0.1467863274;1.138262016;0.2331048768;0.3887358476;283;0.2145894368;2770;3727.031802;2287;798;381;234;152;105;78;55;290.8253939;1590.89693;2315.652993;219.583899;1655.189752;3175.719731;75.9853327;461.2861959;117.4118161;371.20141;924.07536;878.24928;1009.487;899.96121;91.47869;142.51331;142.68032;142.38274;142.80509;424.31287;454.50722;444.29053;94.616668;89.382968;94.097963;3.5723652;2.0077409;3.4894871;3.7372564;3.5651423;6.4031921;2.3207492;2.8342416;-1.1570535;0.0095697459;-1.1040628;-1.1845339;-1.1286011;0.66053395;-0.017485833;0.3083792
44;2;E7;22;67.77317999;9.807364863;0.1607697338;1.101437601;0.2270100602;0.4037937645;273;0.2133555094;2867;3841.336996;2341;798;396;216;144;110;83;62;447.4404623;406.1658069;968.4769649;368.955738;1049.555851;3130.837073;844.10774;634.7351363;1076.172776;368.90421;957.4708;832.49281;1096.182;942.84998;99.669432;151.95736;152.61947;151.57171;152.26972;390.82729;486.05825;447.15351;106.21907;95.831223;102.29467;3.5252816;2.1090413;3.3757351;3.7340544;3.5092692;6.0032662;2.46293;3.1440023;-1.165804;0.017012152;-1.0666249;-1.2199909;-1.1252385;0.59998348;0.0099867747;0.2715275
45;2;E7;23;69.17258942;9.795704747;0.2172048427;0.9760012105;0.2926100405;0.5097373525;279;0.2093806966;2795;3688.702509;2257;808;399;227;150;97;68;52;248.5054506;1528.689359;1510.606275;626.6314764;1432.839455;2600.13237;56.56488586;384.5529687;495.1000255;347.74929;898.08728;815.71525;1006.4947;890.10367;91.571502;142.601;143.02934;142.35744;142.78904;386.30916;443.95525;433.2259;96.484005;88.613259;93.970744;3.5808996;2.0430974;3.4527326;3.7706752;3.5549884;7.0022414;2.3519753;2.9375222;-1.1552766;0.0045371125;-1.0728751;-1.1956507;-1.1141053;0.72707231;-0.0095657991;0.32202619
46;2;E7;24;69.7353891;9.83213407;0.1443778801;1.315420717;0.2909761267;0.4623920388;281;0.2081437174;2728;3640.811388;2241;783;400;229;139;99;73;55;282.2890243;865.2057851;714.6271173;283.4866971;1308.415676;8632.615552;23.53019285;666.1732587;402.6781726;358.11952;906.50958;834.63232;1003.2704;882.77254;90.936558;142.58317;142.96033;142.35164;142.84577;394.1697;445.73903;422.3509;95.111397;88.325921;93.486234;3.6371264;2.0550217;3.5365711;3.8092404;3.6127404;7.1984758;2.3497583;2.9399981;-1.1919243;0.028634865;-1.1261123;-1.2214142;-1.1550924;0.7338431;0.00051573768;0.31821839
47;2;E7;25;69.09844437;9.840072725;0.1741962654;1.347466523;0.3075920968;0.4568101511;282;0.2090820312;2762;3644.255319;2295;804;383;218;159;104;76;52;273.4993061;1074.665502;1050.575984;273.6838088;729.7031263;1111.534355;126.2100243;214.7881178;646.9770687;386.12252;948.23353;1006.9323;983.05113;913.2716;99.412272;151.93839;151.89403;151.93989;152.10379;511.51865;440.80721;481.57326;99.266382;98.877891;102.60624;3.6821644;2.0417239;3.7061469;3.8509549;3.7329744;4.7203062;2.5652981;2.9013854;-1.1929454;-0.06534827;-1.2023752;-1.2067722;-1.1715763;0.4059968;-0.14514262;0.2400795
48;3;x5;1;72.50101216;9.865111419;0.4230347734;1.309962194;0.5433924003;0.674186514;322.5;0.1580904134;1930;2409.444961;1677;664;335;192;123;84;55;45;476.0464949;2022.520799;2128.451486;469.514536;1849.518445;5408.178987;81.09298869;1186.41856;738.4590915;216.94298;313.77213;414.47303;291.07794;280.31597;109.5734;144.68457;144.61486;144.72601;144.6555;323.0187;227.03812;245.00522;104.96143;111.36908;112.47682;5.9752152;2.7813645;5.9446347;7.1764157;7.1910098;9.6965284;7.0398251;6.3536072;-1.7122749;-0.63972522;-1.6361495;-1.8007125;-1.8123573;0.41254015;-1.1697282;-0.83303125
49;3;x5;2;72.15066973;9.867299945;0.3361059166;1.140039953;0.5290486514;0.6674970997;301;0.03540303548;361;578.1162791;329;235;159;117;88;66;46;35;4680.812054;1651.795613;6142.642293;4543.751632;21708.44688;23304.44283;1866.34217;1240.733527;2271.900933;196.27737;82.89962;116.37512;81.572338;76.272917;113.71825;151.31717;152.17001;151.37202;148.58757;458.52279;295.95509;285.15092;109.07024;115.58065;116.36927;21.568827;2.8209363;23.129182;38.992983;36.533159;16.005203;15.577093;16.890496;-3.3812309;-0.59873705;-3.1548882;-4.1389819;-3.7773534;2.0197995;-2.3741148;-2.3347785
50;3;x5;3;64.30469817;9.829216768;0.5327993263;1.292081052;0.6363630853;0.7097490333;260;0.02928751628;369;553.6692308;344;256;184;129;87;68;53;41;2976.282311;5669.465366;4540.575501;8257.342202;5422.041424;12267.74556;1920.2171;1653.216758;4785.138197;203.84126;78.219548;104.5248;78.8005;73.973334;111.57511;151.25745;152.17958;151.28733;148.46205;507.73798;309.99169;297.46633;108.22529;112.79692;114.11522;23.716608;2.5042875;26.405341;41.680035;38.141973;16.02696;15.305135;17.1273;-3.5100421;-0.50692702;-3.2745074;-4.2669851;-3.7755353;2.131612;-2.3990431;-2.4049417
51;3;x5;4;66.01460331;9.947760916;0.2608782584;1.377648136;0.3694284883;0.5071723738;246;0.03087585449;372;616.9146341;352;255;176;125;88;70;47;39;1954.826727;628.1051759;13298.74333;11538.45723;6306.431493;5307.839022;575.7207047;3398.844658;1552.13061;200.49792;81.003805;108.55026;82.042736;74.044343;110.89704;150.21412;151.03043;150.2033;147.91917;496.8803;303.30056;299.81938;107.4865;112.04676;113.95936;22.570638;2.6191828;25.024396;38.525484;38.453467;16.233588;14.893658;16.08578;-3.4316275;-0.54991355;-3.1819687;-4.1080169;-3.8948637;2.1207896;-2.3391455;-2.2488081
52;3;x5;5;77.00915644;9.878247792;0.2007587801;1.211511252;0.3257269314;0.5849516382;331;0.1026847331;655;1524.821752;595;369;222;142;92;69;53;36;1917.680016;6031.612711;7674.06647;4269.865543;15642.8356;24813.39208;472.7460207;766.9307558;9062.98153;224.90864;238.59345;285.49526;244.97707;194.36992;111.48396;148.32254;149.33006;148.26977;145.83694;348.76321;275.0079;240.24529;110.14134;111.63449;114.27099;7.6648927;4.6689985;8.0013622;9.4767203;10.003613;11.550477;8.4404518;10.257626;-1.6893343;0.1932675;-1.6216885;-1.8187981;-1.8499386;1.2297191;-0.53588386;-0.61870952
53;3;x5;6;78.1426681;9.912058653;0.3785332674;1.341597802;0.501835341;0.4406810325;338;0.1206589762;697;1754.62426;635;394;226;150;101;69;54;31;1286.134086;4087.952676;6991.671502;679.7789062;8207.955871;20837.78405;280.3594631;663.3297225;1575.731661;237.31109;265.7861;319.51087;270.6612;213.75079;113.25629;149.11022;150.32067;149.07124;146.03375;355.73464;283.04211;240.70396;111.94374;113.46852;115.64847;6.9315538;4.616844;7.2133654;8.491232;8.7479035;10.134033;7.9933309;9.821781;-1.5977339;0.20908015;-1.5507416;-1.7250861;-1.6728757;1.0572436;-0.45096967;-0.55439662
