number;classNumber;className;numberInClass;1 meanBacteriaarcLength;2 meanBacteriaWholeCurvature;3 minrolcorPointAndMidP10B10;4 minrolcorPointsP10B10;5 minrolcoranglespointpointmiddleP10B10;6 minrolcoranglespointmiddlepointP10B10;7 medianOfTheObjectsSize;8 howMuchWhiteInMaskPercent;9 howManyObjects;10 howManyBacterias;11 meanShiftr25;12 meanShiftr50;13 meanShiftr75;14 meanShiftr100;15 meanShiftr125;16 meanShiftr150;17 meanShiftr175;18 meanShiftr200;19 NewKmeansAndVariance2DForK3;20 NewKmeansAndVariance2DForK6;21 NewKmeansAndVariance2DForK10;22 NewKmeansAndVariance3DForK3;23 NewKmeansAndVariance3DForK6;24 NewKmeansAndVariance3DForK10;25 NewKmeansAndVariance2DForK3weighted;26 NewKmeansAndVariance2DForK6weighted;27 NewKmeansAndVariance2DForK10weighted;28 varianceOnMask;29 varianceWholeImage;30 varianceWholeImageRed;31 varianceWholeImageGreen;32 varianceWholeImageBlue;33 meanOnMask;34 meanWholeImage;35 meanWholeImageRed;36 meanWholeImageGreen;37 meanWholeImageBlue;38 warRedOnMask;39 warGreenOnMask;40 warBlueOnMask;41 meanOnMaskRed;42 meanOnMaskGreen;43 meanOnMaskBlue;44 kurthosisGrayWholeImage;45 kurthosisGrayOnMask;46 kurthosisRedWholeImage;47 kurthosisGreenWholeImage;48 kurthosisBlueWholeImage;49 kurthosisRedOnMask;50 kurthosisGreenOnMask;51 kurthosisBlueOnMask;52 skewnessGrayWholeImage;53 skewnessGrayOnMask;54 skewnessRedWholeImage;55 skewnessGreenWholeImage;56 skewnessBlueWholeImage;57 skewnessRedOnMask;58 skewnessGreenOnMask;59 skewnessBlueOnMask
118;5;Ps;11;-0.72183;-0.45203;0.20703;0.55235;0.47707;0.4467;-0.80637;-0.50071;0.096705;-0.68038;0.099909;0.2422;0.18571;-0.058065;-0.13462;-0.083333;-0.16981;-0.40909;-0.84642;-0.83869;-0.94889;-0.89378;-0.90673;-0.60622;-0.93631;-0.93542;-0.70204;-0.41831;-0.73359;-0.62059;-0.79991;-0.78912;-0.17046;0.26647;0.26949;0.26459;0.26862;-0.33922;-0.55082;-0.7137;-0.24735;-0.13271;0.0099405;-0.74496;-0.9235;-0.68407;-0.90429;-0.88799;-0.94296;-0.89508;-0.94426;0.0058999;-0.66705;-0.15381;0.42933;0.21026;-0.7161;-0.031064;-0.088608
119;5;Ps;12;-0.60558;-0.14007;0.059026;-0.47715;0.36294;0.1895;-0.76923;-0.71119;-0.36032;-0.8289;-0.36421;-0.21842;-0.35714;-0.32903;-0.28846;-0.33333;-0.58491;-0.45455;-0.96735;-0.89791;-0.85567;-0.99462;-0.99844;-0.8901;-0.98426;-0.91814;-0.82108;-0.61206;-0.82743;-0.83173;-0.84366;-0.84734;-0.17178;0.28541;0.29612;0.27823;0.2944;-0.69612;-0.62408;-0.77743;-0.13399;-0.18982;-0.0058943;-0.64984;-0.94051;-0.50439;-0.88632;-0.85756;-0.93624;-0.9371;-0.97035;0.20116;-0.57931;0.14783;0.52806;0.33117;-0.67599;0.054851;-0.0012895
120;5;Ps;13;-0.49548;-0.1325;0.33895;-0.034935;0.78194;0.47856;-0.71353;-0.33345;0.053725;-0.6402;-0.010899;0.12927;0.021429;-0.10968;-0.23077;-0.22222;-0.58491;-0.54545;-0.70106;-0.49201;-0.81569;-0.9814;-0.70785;-0.7313;-0.89075;-0.92256;-0.83696;-0.56275;-0.7757;-0.72495;-0.81775;-0.80543;-0.021772;0.27668;0.282;0.27371;0.27925;-0.58124;-0.63992;-0.7582;-0.037752;-0.011299;0.1174;-0.76761;-0.91925;-0.71207;-0.91797;-0.90195;-0.92223;-0.90434;-0.95512;0.21847;-0.50742;0.12004;0.5589;0.32054;-0.60932;0.090354;0.0045624
121;5;Ps;14;-0.44799;-0.0089724;0.48364;0.93158;0.83661;-0.16772;-0.72149;-0.32241;0.17049;-0.62914;0.11172;0.28975;0.071429;-0.045161;-0.17308;-0.30556;-0.50943;-0.27273;-0.79768;-0.80475;-0.85184;-0.94124;-0.97872;-0.82784;-0.98888;-0.28086;-0.96029;-0.58505;-0.73258;-0.67931;-0.77776;-0.7704;-0.078569;0.2656;0.27093;0.26288;0.26696;-0.59875;-0.64848;-0.76374;-0.095889;-0.067431;0.069135;-0.82084;-0.9353;-0.77279;-0.9374;-0.9235;-0.94549;-0.92129;-0.96488;0.19533;-0.52861;0.087319;0.54427;0.30647;-0.62853;0.079216;0.013611
122;5;Ps;15;-0.41319;-0.24428;0.019247;0.20828;0.52073;0.84111;-0.69496;-0.19649;0.12536;-0.57854;0.11535;0.26003;0.15;-0.058065;-0.23077;-0.083333;-0.20755;-0.13636;-0.87053;-0.96401;-0.92933;-0.35582;-0.84384;-0.93401;-1;-0.97101;-0.98936;-0.46643;-0.66426;-0.66469;-0.6902;-0.70419;-0.080534;0.25494;0.26378;0.25019;0.25652;-0.58552;-0.49678;-0.71222;-0.056352;-0.089459;0.061874;-0.86553;-0.93516;-0.8006;-0.9572;-0.94579;-0.94158;-0.92728;-0.96425;0.2085;-0.42728;0.1297;0.54467;0.32597;-0.55578;0.15505;0.064429
123;5;Ps;16;-0.47235;0.28187;0.36416;-0.16678;0.7486;0.28577;-0.72414;-0.60561;-0.26934;-0.78487;-0.20073;0.099554;0.092857;-0.17419;-0.15385;-0.27778;-0.32075;-0.22727;-0.93847;-0.65594;-0.64865;-0.99473;-0.92874;-0.84327;-0.93533;-0.95934;-0.84701;-0.6044;-0.8031;-0.81609;-0.81525;-0.82901;-0.13913;0.28264;0.29232;0.2758;0.29272;-0.70583;-0.60495;-0.78535;-0.098498;-0.15907;0.024536;-0.71529;-0.93737;-0.57892;-0.91021;-0.88196;-0.93721;-0.93367;-0.9639;0.15041;-0.54839;0.080665;0.49902;0.30637;-0.64816;0.080021;-0.0010608
124;5;Ps;17;-0.42323;0.078271;1;0.44757;0.96118;0.96265;-0.69496;0.35428;-0.15544;-0.28593;-0.15531;0.060921;-0.10714;-0.34194;-0.34615;-0.25;-0.69811;-0.5;-0.71666;-0.84536;-0.84375;-0.92608;-0.94821;-0.64914;-0.93992;-0.97087;-0.96463;-0.32349;-0.65348;-0.71886;-0.64105;-0.70056;0.078504;0.21986;0.24193;0.20899;0.21836;-0.61605;-0.2808;-0.66872;0.12979;0.056062;0.19582;-0.89787;-0.94575;-0.80143;-0.97305;-0.95646;-0.93689;-0.94709;-0.96333;0.3762;-0.22389;0.34987;0.64469;0.42903;-0.39133;0.29555;0.16426
125;5;Ps;18;-0.45835;-0.23486;-0.12675;0.59298;0.10931;0.13636;-0.64721;-0.81834;-0.68481;-0.91733;-0.66213;-0.53046;-0.48571;-0.43226;-0.28846;-0.33333;-0.50943;-0.27273;0.30626;-0.41237;-0.62621;-0.96267;-0.95875;-0.65736;-0.72998;-0.93345;-0.86177;-0.33378;-0.85642;-0.82612;-0.88737;-0.874;-0.28859;0.2897;0.29407;0.28535;0.29984;-0.45977;-0.40099;-0.612;-0.33663;-0.26302;-0.10379;-0.38888;-0.92497;-0.2821;-0.77843;-0.73974;-0.94825;-0.9077;-0.94496;-0.16611;-0.62964;-0.308;0.30794;0.079221;-0.62522;-0.0083712;-0.09197
126;5;Ps;19;-0.59346;-0.29178;-0.39795;0.53018;0.072988;0.22699;-0.71618;-0.6946;-0.38109;-0.83683;-0.34151;-0.11738;-0.16429;-0.13548;-0.26923;-0.30556;-0.4717;-0.63636;-0.53283;-0.74582;-0.54146;-0.926;-0.94009;-0.98819;-0.93532;-0.99653;-0.99843;-0.56773;-0.81845;-0.82869;-0.83158;-0.83793;-0.18475;0.28965;0.2982;0.28345;0.29945;-0.69542;-0.56253;-0.74188;-0.14099;-0.20593;-0.016933;-0.66683;-0.941;-0.5393;-0.89183;-0.86509;-0.95266;-0.93738;-0.97067;0.11591;-0.50409;0.084278;0.46781;0.27179;-0.56939;0.10015;0.035074
127;5;Ps;20;-0.87419;-0.48702;-0.23881;0.584;-0.039689;0.18374;-0.87931;-0.92485;-0.75143;-0.93906;-0.74024;-0.66716;-0.64286;-0.53548;-0.5;-0.52778;-0.50943;-0.45455;-0.56877;-0.60017;-0.71545;-0.97582;-0.85072;-0.82825;-0.83439;0.061849;-0.72082;-0.42544;-0.91693;-0.8889;-0.94124;-0.9301;-0.31293;0.30339;0.31005;0.29802;0.31266;-0.32763;-0.54212;-0.71247;-0.38033;-0.28263;-0.099828;-0.063283;-0.9531;0.20668;-0.6704;-0.62835;-0.9603;-0.94497;-0.9764;0.019661;-0.60276;-0.30154;0.46966;0.28696;-0.686;0.033141;-0.012769
128;5;Ps;21;-1;-0.3336;0.28189;0.75342;0.64209;0.33897;-0.98143;-0.83727;-0.63467;-0.83071;-0.58129;-0.27192;-0.23571;-0.26452;-0.23077;-0.30556;-0.4717;-0.22727;-0.97783;-0.8749;-0.72614;-0.98833;-0.99222;-0.44777;-0.83838;-0.97678;-0.29675;-0.48718;-0.90109;-0.9181;-0.90832;-0.91123;-0.17368;0.30575;0.31702;0.29789;0.31651;-0.66535;-0.47703;-0.74963;-0.10822;-0.20324;-0.019335;-0.30713;-0.91843;0.046112;-0.78252;-0.72366;-0.91823;-0.91456;-0.94258;0.10274;-0.42843;0.11372;0.44204;0.27513;-0.52977;0.15238;0.038237
